,Confidence,Domain,Phylum,Class,Order,Family,Genus,Species
Otu18332,0.999999988,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,,
Otu18333,0.999484768,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu18334,0.740421851,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,
Otu18335,0.912426766,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,,
Otu18336,0.983153934,Bacteria,,,,,,
Otu18337,0.867221042,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
Otu18338,0.900152698,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu18339,0.822715369,Bacteria,Patescibacteria,Parcubacteria,Candidatus Nomurabacteria,uncultured bacterium,,
Otu18340,0.865631035,Bacteria,Actinobacteria,Acidimicrobiia,IMCC26256,uncultured Acidimicrobiales bacterium,,
Otu18341,0.998818,Bacteria,,,,,,
Otu18342,0.893042636,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Roseimicrobium,metagenome
Otu18343,0.851025119,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,uncultured,uncultured bacterium,
Otu18344,0.940921156,Bacteria,Dependentiae,Babeliae,Babeliales,uncultured bacterium,,
Otu18345,0.995798569,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
Otu18346,0.999435875,Bacteria,,,,,,
Otu18347,0.99996698,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Ambiguous_taxa
Otu18348,0.977650377,Bacteria,,,,,,
Otu18349,0.869743828,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,
Otu18350,0.999999998,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Blvii28 wastewater-sludge group,
Otu18351,0.947266109,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),Bryobacter,
Otu18352,0.999999855,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,uncultured bacterium
Otu18353,0.893059228,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Cryptosporangiaceae,Fodinicola,uncultured bacterium
Otu18354,0.999878207,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu18355,0.999998975,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Kribbella,
Otu18356,0.983771086,Bacteria,Dependentiae,Babeliae,Babeliales,Babeliaceae,uncultured bacterium,
Otu18357,0.803354648,Bacteria,Proteobacteria,Gammaproteobacteria,uncultured,uncultured bacterium,,
Otu18358,0.914500472,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,
Otu18359,0.992569239,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome,
Otu18361,0.999999705,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu18362,0.998940397,Bacteria,,,,,,
Otu18363,0.935387073,Bacteria,Elusimicrobia,Lineage IIa,metagenome,,,
Otu18364,0.931629443,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured bacterium
Otu18365,0.985210633,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Promicromonosporaceae,,
Otu18366,0.956974371,Bacteria,Omnitrophicaeota,uncultured bacterium,,,,
Otu18367,0.894995273,Bacteria,Chloroflexi,TK10,uncultured bacterium,,,
Otu18368,0.862725732,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,uncultured bacterium,
Otu18369,0.955217295,Bacteria,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,uncultured bacterium,,
Otu18370,0.702591034,Bacteria,Patescibacteria,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
Otu18371,0.998974331,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu18372,0.999255612,Bacteria,Elusimicrobia,Lineage IIb,uncultured bacterium,,,
Otu18373,0.999966849,Bacteria,,,,,,
Otu18374,0.710279988,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,,
Otu18375,0.723010698,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,uncultured prokaryote
Otu18376,0.999960167,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,,
Otu18377,0.994659384,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,,,
Otu18378,0.92036218,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,uncultured bacterium,
Otu18379,0.954920966,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,uncultured bacterium,
Otu18380,0.991897383,Bacteria,,,,,,
Otu18381,0.987762446,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,metagenome,
Otu18382,0.999925262,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,Silvanigrella,
Otu18383,0.998088054,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,Neochlamydia,metagenome
Otu18384,0.999866959,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,
Otu18385,0.996797604,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,Fimbriiglobus,
Otu18386,0.931398873,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,soil bacterium WF55,,
Otu18387,0.94446876,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,,,
Otu18388,0.997977451,Bacteria,,,,,,
Otu18389,0.999812187,Bacteria,Patescibacteria,Microgenomatia,Candidatus Daviesbacteria,uncultured bacterium,,
Otu18390,0.769038338,Bacteria,Cyanobacteria,Sericytochromatia,uncultured bacterium,,,
Otu18391,0.999938841,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu18392,0.9982843,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,metagenome,,
Otu18393,0.969670235,Bacteria,Proteobacteria,Deltaproteobacteria,PB19,uncultured bacterium,,
Otu18394,0.99429194,Bacteria,Actinobacteria,Actinobacteria,Catenulisporales,Actinospicaceae,Actinospica,
Otu18395,0.929437269,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,uncultured,Myxococcales bacterium enrichment culture clone 11380
Otu18396,0.997742357,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,
Otu18397,0.993675588,Bacteria,,,,,,
Otu18398,0.924122588,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,uncultured bacterium,
Otu18399,0.822465777,Bacteria,Omnitrophicaeota,metagenome,,,,
Otu18400,0.908007952,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,
Otu18401,0.999999998,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,,
Otu18402,0.778835748,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,,
Otu18403,0.999998852,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu18404,0.999997613,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,,
Otu18405,0.899445174,Bacteria,Patescibacteria,Microgenomatia,Candidatus Woykebacteria,Candidatus Woykebacteria bacterium RIFCSPLOWO2_01_FULL_41_12,,
Otu18406,0.999999982,Bacteria,Chloroflexi,TK10,,,,
Otu18407,0.737146355,Bacteria,Proteobacteria,,,,,
Otu18408,0.9997398,Bacteria,Patescibacteria,ABY1,Candidatus Kuenenbacteria,uncultured bacterium,,
Otu18409,0.983310729,Bacteria,Bacteroidetes,Bacteroidia,Chitinophagales,Chitinophagaceae,uncultured,metagenome
Otu18410,0.99949666,Bacteria,,,,,,
Otu18411,0.925750438,Bacteria,Planctomycetes,Phycisphaerae,Tepidisphaerales,WD2101 soil group,uncultured soil bacterium,
Otu18412,0.973864221,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu18413,0.99995507,Bacteria,Patescibacteria,Parcubacteria,,,,
Otu18414,0.908379926,Bacteria,Actinobacteria,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,,
Otu18415,0.995810339,Bacteria,Gemmatimonadetes,Longimicrobia,Longimicrobiales,Longimicrobiaceae,Ambiguous_taxa,
Otu18416,0.998743242,Bacteria,,,,,,
Otu18417,0.761446555,Bacteria,Patescibacteria,Parcubacteria,Candidatus Lloydbacteria,uncultured bacterium,,
Otu18418,0.998701888,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu18419,0.999430254,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Chlamydiaceae,metagenome,
Otu18420,0.989942324,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu18421,0.999999968,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,FFCH7168,uncultured bacterium
Otu18422,0.999947016,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Pajaroellobacter,
Otu18423,0.808674863,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,
Otu18424,0.994012885,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu18425,0.734647806,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Blfdi19,Ambiguous_taxa,
Otu18426,0.995762346,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu18427,0.999904834,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,,
Otu18428,0.924144806,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu18429,0.999999999,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu18430,0.996660979,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,,
Otu18431,0.838623818,Bacteria,Verrucomicrobia,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,bacterium Ellin517,
Otu18432,0.999830754,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,,
Otu18433,0.980356032,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu18434,0.993661015,Bacteria,,,,,,
Otu18435,0.99365946,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,uncultured bacterium
Otu18436,0.999999402,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
Otu18437,0.992382473,Bacteria,,,,,,
Otu18438,0.728169251,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,,,
Otu18439,0.834523657,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu18440,0.973634111,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu18441,0.999983187,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
Otu18442,0.999100832,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,,
Otu18443,0.995505792,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured bacterium,
Otu18444,0.999999998,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,,
Otu18445,0.999811461,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,uncultured,uncultured bacterium,
Otu18446,0.989041375,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,uncultured bacterium
Otu18447,0.783079864,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu18448,0.7657543,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,MSB-4B10,uncultured bacterium,
Otu18449,0.999751066,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,
Otu18450,0.918877943,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu18451,0.965982874,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,,
Otu18452,0.999999991,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu18453,0.987689662,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu18454,0.99694132,Bacteria,,,,,,
Otu18455,0.701257613,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured bacterium,
Otu18456,0.99999981,Bacteria,,,,,,
Otu18457,0.999632764,Bacteria,,,,,,
Otu18458,0.989736867,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,,
Otu18459,0.998551483,Bacteria,,,,,,
Otu18460,0.99996495,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,uncultured,
Otu18461,0.977990375,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,
Otu18462,0.940768524,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,bacteriap25,,
Otu18463,0.999594141,Bacteria,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,uncultured bacterium
Otu18464,0.995160887,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,uncultured bacterium
Otu18465,0.999749599,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,,
Otu18466,0.75394649,Bacteria,Patescibacteria,Parcubacteria,Candidatus Adlerbacteria,uncultured bacterium,,
Otu18467,0.996799959,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,
Otu18468,0.999999999,Bacteria,Chloroflexi,Anaerolineae,SBR1031,uncultured compost bacterium,,
Otu18469,0.988161474,Bacteria,Patescibacteria,Gracilibacteria,uncultured bacterium,,,
Otu18470,1,Bacteria,Dependentiae,Babeliae,Babeliales,,,
Otu18471,0.999999052,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured,metagenome
Otu18472,0.881202556,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,uncultured bacterium,
Otu18473,0.891294191,Bacteria,Bacteroidetes,Bacteroidia,Sphingobacteriales,AKYH767,,
Otu18474,0.997963949,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,
Otu18475,0.983345848,Bacteria,Firmicutes,Bacilli,Bacillales,,,
Otu18476,0.999999993,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Anaeromyxobacter,
Otu18477,0.999864975,Bacteria,Verrucomicrobia,Verrucomicrobiae,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,
Otu18478,0.837023114,Bacteria,Acidobacteria,Subgroup 5,uncultured bacterium,,,
Otu18479,0.894697995,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,UASB-TL25,,
Otu18480,0.942938149,Bacteria,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellula,uncultured Pasteuria sp.
Otu18481,0.782337249,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,uncultured bacterium
Otu18482,0.986006563,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured Chloroflexi bacterium
Otu18483,0.999999127,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Midichloriaceae,uncultured Candidatus Midichloria sp.,
Otu18484,0.999999148,Bacteria,,,,,,
Otu18485,0.999999931,Bacteria,Entotheonellaeota,Entotheonellia,Entotheonellales,Entotheonellaceae,uncultured bacterium,
Otu18486,0.795717639,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured bacterium,
Otu18488,0.865384506,Bacteria,Acidobacteria,Subgroup 5,uncultured Acidobacterium sp.,,,
Otu18489,0.998647501,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Chloronema,
Otu18490,0.990760867,Bacteria,Patescibacteria,Berkelbacteria,uncultured soil bacterium,,,
Otu18491,0.724246287,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured,
Otu18492,0.844741439,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,metagenome,
Otu18494,0.999991262,Bacteria,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,
Otu18495,1,Bacteria,Deinococcus-Thermus,Deinococci,Deinococcales,Deinococcaceae,uncultured,uncultured bacterium
Otu18496,0.997993723,Bacteria,Omnitrophicaeota,groundwater metagenome,,,,
Otu18497,0.716096896,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu18498,0.999999364,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,,
Otu18499,0.752535915,Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria Incertae Sedis,Unknown Family,uncultured gamma proteobacterium,
Otu18500,0.999928016,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales (SR1),metagenome,,
Otu18501,0.732071208,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,uncultured Chloroflexi bacterium,
Otu18502,0.999624791,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,,
Otu18503,0.957549198,Bacteria,Proteobacteria,,,,,
Otu18504,0.889551082,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,Oligoflexaceae,uncultured,metagenome
Otu18505,0.975611399,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae 1,Clostridium sensu stricto 13,
Otu18506,0.998468116,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,1921-2,uncultured bacterium
Otu18507,0.999996805,Bacteria,,,,,,
Otu18508,0.998492537,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured bacterium,
Otu18509,0.999922218,Bacteria,,,,,,
Otu18510,0.989557089,Bacteria,Acidobacteria,Acidobacteriia,Solibacterales,Solibacteraceae (Subgroup 3),AKIW659,uncultured bacterium
Otu18511,0.715096132,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,uncultured,uncultured bacterium,
Otu18512,0.994442824,Bacteria,Patescibacteria,ABY1,Candidatus Kuenenbacteria,uncultured bacterium,,
Otu18513,0.937852158,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Koribacteraceae,Candidatus Koribacter,
Otu18514,0.996410853,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu18515,0.725143812,Bacteria,Proteobacteria,Deltaproteobacteria,Oligoflexales,0319-6G20,uncultured soil bacterium,
Otu18516,0.901727005,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured bacterium,,
Otu18517,0.999999362,Bacteria,,,,,,
Otu18518,0.999999739,Bacteria,,,,,,
Otu18519,0.799114885,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,unidentified
Otu18520,0.955333085,Bacteria,Proteobacteria,Alphaproteobacteria,,,,
Otu18521,0.811542936,Bacteria,Firmicutes,Clostridia,Clostridiales,uncultured,uncultured bacterium,
Otu18522,0.925052953,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,,,
Otu18523,0.91604659,Bacteria,Proteobacteria,Alphaproteobacteria,Paracaedibacterales,Paracaedibacteraceae,uncultured,uncultured bacterium
Otu18524,0.987947315,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,
Otu18525,0.710422675,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,uncultured,uncultured bacterium
Otu18526,0.903600343,Bacteria,Armatimonadetes,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,uncultured Armatimonadetes bacterium
Otu18527,0.999811081,Bacteria,Proteobacteria,Gammaproteobacteria,,,,
Otu18528,0.865442923,Bacteria,BRC1,uncultured bacterium,,,,
Otu18529,0.998377969,Bacteria,,,,,,
Otu18530,0.938661869,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,metagenome
Otu18531,0.999958159,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,uncultured,uncultured bacterium
Otu18532,0.988137435,Bacteria,Elusimicrobia,Lineage IIa,uncultured bacterium,,,
Otu18533,0.964478285,Bacteria,Dependentiae,Babeliae,Babeliales,Vermiphilaceae,uncultured bacterium,
Otu18534,0.974861996,Bacteria,,,,,,
Otu18535,0.968593301,Bacteria,Planctomycetes,Planctomycetacia,Isosphaerales,Isosphaeraceae,uncultured,uncultured Isosphaera sp.
Otu18536,0.971528412,Bacteria,,,,,,
Otu18537,0.920032272,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu18538,0.882104902,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,uncultured bacterium,,
Otu18539,0.888001656,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,uncultured bacterium
Otu18540,0.939397376,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Parachlamydiaceae,uncultured,metagenome
Otu18541,0.833405711,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,uncultured organism,
Otu18542,0.999999903,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,,
Otu18543,0.961900121,Bacteria,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,
Otu18544,0.749265042,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,,
Otu18545,0.999999819,Bacteria,Cyanobacteria,Oxyphotobacteria,Chloroplast,,,
Otu18546,0.994119135,Bacteria,Cyanobacteria,Melainabacteria,Vampirovibrionales,uncultured bacterium,,
Otu18547,0.99913293,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu18548,0.998349177,Bacteria,,,,,,
Otu18549,0.996721735,Bacteria,Proteobacteria,Deltaproteobacteria,SAR324 clade(Marine group B),uncultured bacterium,,
Otu18550,0.984988038,Bacteria,,,,,,
Otu18551,0.995921674,Bacteria,Cyanobacteria,Oxyphotobacteria,RD017,,,
Otu18552,0.99730008,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured,
Otu18553,0.997567179,Bacteria,Planctomycetes,Planctomycetacia,Gemmatales,Gemmataceae,uncultured,
Otu18554,0.933326001,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,BIrii41,uncultured bacterium,
